round,samples,train_loss,test_loss,test_acc,wall_clock,active_workers,bytes_in,mean_staleness,round_seconds,barrier_wait
255,13136,1.13356,1.15322,0.6285,0.5678,1,25979180,0.0,0.00095,0.00018
256,13168,1.12186,1.15322,0.6285,0.5742,1,26042236,0.0,0.00635,0.00021
257,13200,0.9959,1.15322,0.6285,0.5752,1,26105293,0.0,0.00101,0.00018
258,13232,0.90828,1.15322,0.6285,0.5762,1,26168350,0.0,0.00097,0.00018
259,13264,1.02359,1.15322,0.6285,0.5771,1,26231407,0.0,0.00096,0.00017
260,13296,1.0518,1.14345,0.633,0.5781,1,26294464,0.0,0.00093,0.00017
261,13328,0.80796,1.14345,0.633,0.5847,1,26357521,0.0,0.00663,0.0002
262,13360,0.98735,1.14345,0.633,0.5857,1,26420578,0.0,0.00096,0.00018
263,13392,0.87947,1.14345,0.633,0.5866,1,26483635,0.0,0.00098,0.00018
264,13424,0.94279,1.14345,0.633,0.5876,1,26546692,0.0,0.00101,0.00018
265,13456,0.91648,1.13857,0.632,0.5886,1,26609749,0.0,0.00095,0.00017
266,13488,1.06508,1.13857,0.632,0.5951,1,26672806,0.0,0.0065,0.00022
267,13520,0.92242,1.13857,0.632,0.5961,1,26735863,0.0,0.00102,0.00019
268,13552,0.8771,1.13857,0.632,0.5972,1,26798920,0.0,0.00107,0.00024
269,13584,0.98921,1.13857,0.632,0.5985,1,26861977,0.0,0.00128,0.00022
270,13616,0.88701,1.13445,0.6315,0.5996,1,26925034,0.0,0.00112,0.00022
271,13648,0.96334,1.13445,0.6315,0.6065,1,26988091,0.0,0.00692,0.00024
272,13680,0.86864,1.13445,0.6315,0.6075,1,27051148,0.0,0.001,0.00018
273,13712,0.84473,1.13445,0.6315,0.6085,1,27114205,0.0,0.00097,0.00018
274,13744,1.11998,1.13445,0.6315,0.6095,1,27177262,0.0,0.00098,0.00022
275,13776,1.06445,1.12899,0.628,0.6104,1,27240319,0.0,0.00098,0.00019
276,13808,0.92787,1.12899,0.628,0.6171,1,27303376,0.0,0.00669,0.00024
277,13840,1.04927,1.12899,0.628,0.6182,1,27366433,0.0,0.00103,0.00018
278,13872,0.85541,1.12899,0.628,0.6191,1,27429490,0.0,0.00093,0.00017
279,13904,1.05017,1.12899,0.628,0.6201,1,27492547,0.0,0.00101,0.00018
280,13936,0.90142,1.1154,0.6345,0.6211,1,27555604,0.0,0.00097,0.00018
281,13968,1.01494,1.1154,0.6345,0.6279,1,27618661,0.0,0.00681,0.00021
282,14000,0.88007,1.1154,0.6345,0.6289,1,27681718,0.0,0.00106,0.00019
283,14032,0.85415,1.1154,0.6345,0.6299,1,27744775,0.0,0.00098,0.00019
284,14064,1.01953,1.1154,0.6345,0.631,1,27807832,0.0,0.0011,0.0002
285,14096,0.97321,1.10912,0.637,0.6322,1,27870889,0.0,0.00113,0.00021
286,14128,0.90582,1.10912,0.637,0.6386,1,27933946,0.0,0.00647,0.00022
287,14160,0.87651,1.10912,0.637,0.6396,1,27997003,0.0,0.00099,0.00018
288,14192,0.93597,1.10912,0.637,0.6406,1,28060060,0.0,0.00096,0.00018
289,14224,0.87724,1.10912,0.637,0.6415,1,28123117,0.0,0.00098,0.00019
290,14256,0.86676,1.10435,0.643,0.6425,1,28186174,0.0,0.00095,0.00018
291,14288,0.8566,1.10435,0.643,0.6491,1,28249231,0.0,0.00657,0.00024
292,14320,0.9956,1.10435,0.643,0.6501,1,28312288,0.0,0.00103,0.00019
293,14352,0.94176,1.10435,0.643,0.6511,1,28375345,0.0,0.00097,0.00018
294,14384,0.96401,1.10435,0.643,0.652,1,28438402,0.0,0.00094,0.00018
295,14416,0.92086,1.09702,0.642,0.653,1,28501459,0.0,0.00097,0.00017
296,14448,0.94147,1.09702,0.642,0.6597,1,28564516,0.0,0.00675,0.00025
297,14480,0.90925,1.09702,0.642,0.6609,1,28627573,0.0,0.00122,0.00026
298,14512,1.1305,1.09702,0.642,0.662,1,28690630,0.0,0.00107,0.00019
299,14544,0.96268,1.09702,0.642,0.663,1,28753687,0.0,0.00094,0.00017
300,14576,1.1546,1.09066,0.6505,0.6639,1,28816744,0.0,0.00094,0.00018
301,14608,1.03749,1.09066,0.6505,0.6707,1,28879801,0.0,0.00681,0.00027
302,14640,0.8345,1.09066,0.6505,0.6718,1,28942858,0.0,0.00106,0.00019
303,14672,0.82124,1.09066,0.6505,0.6728,1,29005915,0.0,0.00099,0.0002
304,14704,1.13224,1.09066,0.6505,0.6737,1,29068972,0.0,0.00095,0.00018
305,14736,0.87683,1.08943,0.643,0.6747,1,29132029,0.0,0.00096,0.00019
306,14768,0.97405,1.08943,0.643,0.6823,1,29195086,0.0,0.00767,0.00023
307,14800,0.99893,1.08943,0.643,0.6833,1,29258143,0.0,0.00101,0.00018
308,14832,0.86969,1.08943,0.643,0.6843,1,29321200,0.0,0.00093,0.00018
309,14864,0.91836,1.08943,0.643,0.6852,1,29384257,0.0,0.00094,0.00018
310,14896,0.87951,1.08408,0.648,0.6861,1,29447314,0.0,0.00093,0.00018
311,14928,0.79728,1.08408,0.648,0.694,1,29510371,0.0,0.00786,0.00022
312,14960,0.84229,1.08408,0.648,0.695,1,29573428,0.0,0.001,0.00018
313,14992,0.94969,1.08408,0.648,0.696,1,29636485,0.0,0.00096,0.00018
314,15000,0.48486,1.08408,0.648,0.6968,1,29699542,0.0,0.00086,0.00019
315,15032,0.79028,1.07963,0.645,0.6979,1,29762599,0.0,0.00107,0.00029
316,15064,0.68898,1.07963,0.645,0.7047,1,29825656,0.0,0.00675,0.0002
317,15096,0.6235,1.07963,0.645,0.7057,1,29888713,0.0,0.00102,0.0002
318,15128,0.62418,1.07963,0.645,0.7066,1,29951770,0.0,0.00093,0.00018
319,15160,0.6836,1.07963,0.645,0.7075,1,30014827,0.0,0.00093,0.00019
320,15192,0.60016,1.07856,0.6465,0.7085,1,30077884,0.0,0.00092,0.00018
321,15224,0.69334,1.07856,0.6465,0.7155,1,30140941,0.0,0.00705,0.00023
322,15256,0.76963,1.07856,0.6465,0.7166,1,30203998,0.0,0.00105,0.0002
323,15288,0.58139,1.07856,0.6465,0.7175,1,30267055,0.0,0.00095,0.00019
324,15320,0.78148,1.07856,0.6465,0.7184,1,30330112,0.0,0.00091,0.00018
325,15352,0.64681,1.077,0.6415,0.7193,1,30393169,0.0,0.00092,0.00017
326,15384,0.65476,1.077,0.6415,0.7246,1,30456226,0.0,0.00526,0.00015
327,15416,0.69606,1.077,0.6415,0.7251,1,30519283,0.0,0.00053,9e-05
328,15448,0.73819,1.077,0.6415,0.7257,1,30582340,0.0,0.00058,0.0001
329,15480,0.64787,1.077,0.6415,0.7262,1,30645397,0.0,0.0005,0.0001
330,15512,0.61792,1.0752,0.6375,0.7267,1,30708454,0.0,0.00055,9e-05
331,15544,0.7677,1.0752,0.6375,0.7346,1,30771511,0.0,0.00784,0.00022
332,15576,0.76733,1.0752,0.6375,0.7356,1,30834568,0.0,0.00098,0.0002
333,15608,0.68146,1.0752,0.6375,0.7365,1,30897625,0.0,0.00095,0.00018
334,15640,0.76415,1.0752,0.6375,0.7382,1,30960682,0.0,0.00171,0.00085
335,15672,0.5981,1.07556,0.641,0.7392,1,31023739,0.0,0.00095,0.00018
336,15704,0.76172,1.07556,0.641,0.7478,1,31086796,0.0,0.00861,0.00022
337,15736,0.68625,1.07556,0.641,0.749,1,31149853,0.0,0.0012,0.00021
338,15768,0.79876,1.07556,0.641,0.7501,1,31212910,0.0,0.00115,0.00018
339,15800,0.77629,1.07556,0.641,0.7512,1,31275967,0.0,0.00106,0.00019
340,15832,0.98258,1.07605,0.629,0.7522,1,31339024,0.0,0.00099,0.00017
341,15864,0.7207,1.07605,0.629,0.7614,1,31402081,0.0,0.00925,0.00021
