round,samples,train_loss,test_loss,test_acc,wall_clock,active_workers,bytes_in,mean_staleness,round_seconds,barrier_wait
132,8416,1.36879,1.3792,0.645,4.2633,1,10845740,0.0,0.00057,9e-05
133,8480,1.41379,1.3792,0.645,4.2639,1,10908796,0.0,0.0006,9e-05
134,8544,1.36154,1.3792,0.645,4.2645,1,10971852,0.0,0.0006,0.0001
135,8608,1.35139,1.36044,0.6455,4.2652,1,11034908,0.0,0.00071,0.00012
136,8672,1.32518,1.36044,0.6455,4.2701,1,11097964,0.0,0.00493,0.00012
137,8736,1.41312,1.36044,0.6455,4.2707,1,11161020,0.0,0.00058,0.0001
138,8800,1.33073,1.36044,0.6455,4.2713,1,11224076,0.0,0.00058,0.0001
139,8864,1.3617,1.36044,0.6455,4.2718,1,11287132,0.0,0.00052,9e-05
140,8928,1.37897,1.34143,0.6525,4.2723,1,11350188,0.0,0.0005,8e-05
141,8992,1.4555,1.34143,0.6525,4.2768,1,11413244,0.0,0.00445,0.0001
142,9056,1.40482,1.34143,0.6525,4.2773,1,11476300,0.0,0.00056,0.0001
143,9120,1.51548,1.34143,0.6525,4.2778,1,11539356,0.0,0.0005,9e-05
144,9184,1.36529,1.34143,0.6525,4.2783,1,11602412,0.0,0.00049,8e-05
145,9248,1.30279,1.32396,0.658,4.2788,1,11665468,0.0,0.00053,0.0001
146,9312,1.33437,1.32396,0.658,4.2844,1,11728524,0.0,0.00557,0.00014
147,9376,1.43171,1.32396,0.658,4.2851,1,11791580,0.0,0.00069,0.0001
148,9440,1.351,1.32396,0.658,4.2857,1,11854636,0.0,0.0006,9e-05
149,9504,1.34239,1.32396,0.658,4.2863,1,11917692,0.0,0.00062,8e-05
150,9568,1.35736,1.30995,0.659,4.2868,1,11980748,0.0,0.0005,8e-05
151,9632,1.29749,1.30995,0.659,4.2915,1,12043804,0.0,0.00469,0.00012
152,9696,1.3441,1.30995,0.659,4.2921,1,12106860,0.0,0.00062,9e-05
153,9760,1.32157,1.30995,0.659,4.2927,1,12169916,0.0,0.00056,0.0001
154,9824,1.15698,1.30995,0.659,4.2932,1,12232972,0.0,0.00053,9e-05
155,9888,1.29481,1.29455,0.662,4.2938,1,12296028,0.0,0.00056,9e-05
156,9952,1.24991,1.29455,0.662,4.2989,1,12359084,0.0,0.00506,0.00015
157,9968,1.20675,1.29455,0.662,4.2995,1,12422140,0.0,0.00061,0.00011
